provincia,departamento,sector,ambito,matricula_total,tasa_repitencia,tasa_sobreedad,ratio_alumnos_seccion,tasa_abandono,abandono_alto,prop_electricidad,prop_equip_establecimiento,prop_equip_biblioteca,prop_internet_estatal,prop_conexion_aulas,prop_sin_cooperadora,prop_laboratorio,prop_biblioteca
Buenos Aires,ARRECIFES,Estatal,Rural,420.0,0.0880952380952381,0.19285714285714287,35.0,0.0,0,1.0,0.42647058823529416,0.07352941176470588,0.8823529411764706,0.9411764705882353,0.29411764705882354,0.35294117647058826,0.5294117647058824
Buenos Aires,ARRECIFES,Estatal,Urbano,4939.0,0.08766956873861105,0.21441587365863535,22.86574074074074,1.0680379746835442,0,1.0,0.4885057471264367,0.1724137931034483,0.7931034482758621,0.5517241379310345,0.1724137931034483,0.3448275862068966,0.8620689655172413
Buenos Aires,AVELLANEDA,Estatal,Urbano,46808.0,0.08590411895402496,0.2289138608784823,24.290607161390763,0.2653711986645836,0,0.9783783783783784,0.4581081081081082,0.13648648648648654,0.8054054054054054,0.6918918918918919,0.043243243243243246,0.41081081081081083,0.8486486486486486
Buenos Aires,AVELLANEDA,Privado,Urbano,25414.0,0.010702762257023688,0.03324939009994491,28.45912653975364,0.0478240076518412,0,1.0,0.6013513513513513,0.1418918918918919,0.0,0.8018018018018018,0.990990990990991,0.6396396396396397,0.5315315315315315
Buenos Aires,AYACUCHO,Estatal,Rural,586.0,0.034129692832764506,0.10068259385665529,25.47826086956522,0.6666666666666667,0,0.9761904761904762,0.3611111111111111,0.08333333333333333,0.8809523809523809,0.8571428571428571,0.19047619047619047,0.09523809523809523,0.5952380952380952
Buenos Aires,AYACUCHO,Estatal,Urbano,3362.0,0.04610350981558596,0.1032123735871505,21.144654088050313,0.2923976608187134,0,1.0,0.45486111111111116,0.19270833333333334,0.7083333333333334,0.5416666666666666,0.3333333333333333,0.3333333333333333,0.875
Buenos Aires,AZUL,Estatal,Rural,440.0,0.025,0.08636363636363636,23.157894736842106,0.7894736842105263,0,1.0,0.34848484848484845,0.0625,0.8863636363636364,0.8636363636363636,0.5681818181818182,0.11363636363636363,0.45454545454545453
Buenos Aires,AZUL,Estatal,Urbano,8238.0,0.07137654770575383,0.17880553532410778,21.01530612244898,0.2890841813135985,0,1.0,0.48770491803278687,0.13114754098360654,0.8688524590163934,0.7540983606557377,0.21311475409836064,0.2786885245901639,0.7704918032786885
Buenos Aires,AZUL,Privado,Urbano,4338.0,0.01313969571230982,0.025587828492392807,27.98709677419355,0.0929584011155008,0,1.0,0.5198412698412699,0.13690476190476192,0.047619047619047616,0.8095238095238095,0.7142857142857143,0.5238095238095238,0.6190476190476191
Buenos Aires,BAHIA BLANCA,Estatal,Rural,189.0,0.037037037037037035,0.08994708994708994,31.5,0.0,0,1.0,0.5833333333333334,0.18750000000000003,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334
Buenos Aires,BAHIA BLANCA,Estatal,Urbano,40982.0,0.06014835781562637,0.1789078131862769,21.77577045696068,0.3264443964379155,0,0.9898477157360406,0.48392554991539766,0.19098984771573604,0.7360406091370558,0.7208121827411168,0.233502538071066,0.2893401015228426,0.868020304568528
Buenos Aires,BAHIA BLANCA,Privado,Urbano,15796.0,0.010002532286654849,0.027158774373259052,27.28151986183074,0.0193124758594051,0,1.0,0.5581395348837209,0.1497093023255814,0.0,0.8255813953488372,0.9883720930232558,0.43023255813953487,0.6395348837209303
Buenos Aires,BALCARCE,Estatal,Rural,688.0,0.04505813953488372,0.11482558139534883,22.933333333333334,0.0,0,0.9714285714285714,0.36666666666666664,0.0892857142857143,0.9428571428571428,0.9714285714285714,0.2,0.2,0.5142857142857142
Buenos Aires,BALCARCE,Estatal,Urbano,6943.0,0.03730375918190984,0.0940515627250468,22.838815789473685,0.0141843971631205,0,1.0,0.465909090909091,0.17045454545454541,0.75,0.6363636363636364,0.2727272727272727,0.29545454545454547,0.7045454545454546
Buenos Aires,BALCARCE,Privado,Rural,611.0,0.031096563011456628,0.06546644844517185,30.55,0.0,0,1.0,0.45,0.025,0.0,1.0,1.0,0.6,0.8
Buenos Aires,BALCARCE,Privado,Urbano,1027.0,0.0019474196689386564,0.0029211295034079843,28.52777777777778,0.0,0,1.0,0.7083333333333334,0.375,0.25,1.0,0.75,0.75,1.0
Buenos Aires,BARADERO,Estatal,Rural,790.0,0.05569620253164557,0.11265822784810127,16.80851063829787,2.28310502283105,1,0.9615384615384616,0.4487179487179487,0.057692307692307696,0.8076923076923077,0.8076923076923077,0.2692307692307692,0.19230769230769232,0.5769230769230769
Buenos Aires,BARADERO,Estatal,Urbano,4904.0,0.0650489396411093,0.16231647634584012,23.132075471698112,0.2180808881839809,0,1.0,0.35683760683760685,0.07371794871794873,0.8974358974358975,0.7435897435897436,0.358974358974359,0.1794871794871795,0.7692307692307693
Buenos Aires,BARADERO,Privado,Urbano,1656.0,0.0030193236714975845,0.004227053140096618,27.6,0.0609013398294762,0,1.0,0.5833333333333333,0.2361111111111111,0.0,1.0,1.0,0.3333333333333333,0.8888888888888888
Buenos Aires,BENITO JUAREZ,Estatal,Rural,444.0,0.04279279279279279,0.09234234234234234,17.76,0.0,0,1.0,0.6071428571428571,0.1964285714285714,1.0,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8571428571428571
Buenos Aires,BENITO JUAREZ,Estatal,Urbano,2749.0,0.05529283375773009,0.1636958894143325,20.21323529411765,0.1439884809215262,0,1.0,0.609375,0.25,0.5625,0.875,0.0625,0.3125,0.9375
Buenos Aires,BERAZATEGUI,Estatal,Urbano,51497.0,0.07573256694564733,0.1686311823989747,26.314256515074092,0.2765083144513998,0,0.989247311827957,0.47401433691756273,0.16061827956989247,0.9086021505376344,0.7473118279569892,0.15591397849462366,0.25806451612903225,0.956989247311828
Buenos Aires,BERAZATEGUI,Privado,Urbano,26493.0,0.01230513720605443,0.030574113916883704,27.482365145228215,0.06756249530816,0,0.9801980198019802,0.5783828382838284,0.1349009900990099,0.06930693069306931,0.693069306930693,0.9702970297029703,0.6237623762376238,0.5643564356435643
Buenos Aires,BERISSO,Estatal,Urbano,14978.0,0.05581519562024302,0.20329817065028707,23.58740157480315,0.0791347929306251,0,1.0,0.41071428571428575,0.14732142857142855,0.9464285714285714,0.6071428571428571,0.26785714285714285,0.30357142857142855,0.875
Buenos Aires,BERISSO,Privado,Urbano,4140.0,0.0036231884057971015,0.019806763285024155,29.571428571428573,0.0,0,1.0,0.5454545454545455,0.11931818181818182,0.0,0.6818181818181818,0.9545454545454546,0.3181818181818182,0.5454545454545454
Buenos Aires,BOLIVAR,Estatal,Rural,650.0,0.06615384615384616,0.1523076923076923,30.952380952380953,0.473186119873817,0,1.0,0.4041666666666666,0.0625,0.925,0.95,0.275,0.125,0.325
Buenos Aires,BOLIVAR,Estatal,Urbano,4600.0,0.07152173913043479,0.13782608695652174,22.115384615384617,0.0436681222707423,0,1.0,0.42105263157894735,0.14802631578947367,0.9210526315789473,0.8947368421052632,0.2894736842105263,0.2894736842105263,0.7368421052631579
Buenos Aires,BOLIVAR,Privado,Urbano,1092.0,0.02564102564102564,0.03663003663003663,30.333333333333332,0.0,0,1.0,0.5476190476190476,0.23214285714285712,0.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.5714285714285714
Buenos Aires,BRAGADO,Estatal,Rural,743.0,0.03768506056527591,0.10497981157469717,19.05128205128205,0.5730659025787965,0,1.0,0.5217391304347827,0.1358695652173913,0.6956521739130435,0.9130434782608695,0.17391304347826086,0.17391304347826086,0.6086956521739131
Buenos Aires,BRAGADO,Estatal,Urbano,6042.0,0.03492221118834823,0.10592519033432639,20.621160409556314,0.0176522506619594,0,1.0,0.5948275862068965,0.1939655172413793,0.6551724137931034,0.6551724137931034,0.0,0.27586206896551724,0.8275862068965517
Buenos Aires,BRAGADO,Privado,Urbano,1196.0,0.028428093645484948,0.047658862876254184,24.916666666666668,0.0,0,1.0,0.65,0.19999999999999998,0.0,0.8,0.8,0.8,0.4
Buenos Aires,BRANDSEN,Estatal,Rural,1671.0,0.03052064631956912,0.10113704368641532,20.8875,0.3078817733990148,0,1.0,0.3649425287356322,0.09051724137931035,0.896551724137931,0.6551724137931034,0.27586206896551724,0.20689655172413793,0.6896551724137931
Buenos Aires,BRANDSEN,Estatal,Urbano,5069.0,0.034720852239100417,0.08699940816729138,23.686915887850468,0.0,0,1.0,0.4682539682539682,0.1726190476190476,0.6666666666666666,0.23809523809523808,0.19047619047619047,0.38095238095238093,0.9047619047619048
Buenos Aires,BRANDSEN,Privado,Urbano,1259.0,0.003177124702144559,0.005559968228752979,26.229166666666668,0.0,0,0.8,0.39999999999999997,0.075,0.0,0.8,0.8,0.4,0.5
Buenos Aires,CAMPANA,Estatal,Rural,1145.0,0.059388646288209605,0.12925764192139738,19.406779661016948,0.4240882103477523,0,1.0,0.41666666666666674,0.22222222222222224,0.8333333333333334,0.6666666666666666,0.1111111111111111,0.2777777777777778,0.7222222222222222
Buenos Aires,CAMPANA,Estatal,Urbano,16484.0,0.05781363746663431,0.14565639407910702,23.616045845272208,0.3171753441053261,0,1.0,0.44097222222222215,0.1423611111111111,0.8472222222222222,0.6388888888888888,0.3194444444444444,0.2638888888888889,0.8194444444444444
Buenos Aires,CAMPANA,Privado,Urbano,6045.0,0.0011579818031430935,0.02315963606286187,27.10762331838565,0.0,0,1.0,0.5540540540540541,0.13175675675675674,0.0,0.972972972972973,1.0,0.32432432432432434,0.6216216216216216
Buenos Aires,CAÑUELAS,Estatal,Rural,1117.0,0.049239033124440466,0.12802148612354522,23.270833333333332,0.4587155963302752,0,1.0,0.3493589743589744,0.10576923076923077,0.9230769230769231,1.0,0.5,0.34615384615384615,0.4230769230769231
Buenos Aires,CAÑUELAS,Estatal,Urbano,13240.0,0.058383685800604226,0.17341389728096676,29.81981981981982,0.0529220533756709,0,1.0,0.39848484848484844,0.1272727272727273,0.9272727272727272,0.7454545454545455,0.2727272727272727,0.2,0.7636363636363637
Buenos Aires,CAÑUELAS,Privado,Urbano,3343.0,0.009572240502542627,0.02452886628776548,28.81896551724138,0.0303674460977831,0,0.9411764705882353,0.5980392156862745,0.0661764705882353,0.0,0.8235294117647058,0.9411764705882353,0.7058823529411765,0.7058823529411765
Buenos Aires,CAPITAN SARMIENTO,Estatal,Rural,102.0,0.0392156862745098,0.13725490196078433,12.75,0.0,0,1.0,0.3796296296296297,0.06944444444444445,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.3333333333333333
Buenos Aires,CAPITAN SARMIENTO,Estatal,Urbano,2617.0,0.05311425296140619,0.12571646923958732,20.76984126984127,1.3996316758747698,1,1.0,0.4675925925925925,0.3194444444444444,0.7777777777777778,0.7222222222222222,0.1111111111111111,0.5,0.8888888888888888
Buenos Aires,CARLOS CASARES,Estatal,Rural,685.0,0.03941605839416058,0.12554744525547445,17.564102564102566,0.2812939521800281,0,1.0,0.3452380952380952,0.06785714285714287,0.8,0.9142857142857143,0.3142857142857143,0.17142857142857143,0.6857142857142857
Buenos Aires,CARLOS CASARES,Estatal,Urbano,3052.0,0.053735255570117955,0.1281127129750983,20.62162162162162,0.2865329512893982,0,1.0,0.5333333333333333,0.22499999999999998,0.55,0.6,0.0,0.35,0.9
Buenos Aires,CARLOS TEJEDOR,Estatal,Rural,456.0,0.05482456140350877,0.12719298245614036,11.4,1.3303769401330376,1,1.0,0.4527777777777777,0.11666666666666665,0.8333333333333334,0.9333333333333333,0.13333333333333333,0.1,0.4
Buenos Aires,CARLOS TEJEDOR,Estatal,Urbano,1342.0,0.06780923994038748,0.1527570789865872,16.9873417721519,0.0744047619047619,0,1.0,0.46875,0.28125,0.5625,0.625,0.0625,0.1875,0.625
Buenos Aires,CARMEN DE ARECO,Estatal,Rural,269.0,0.04460966542750929,0.08921933085501858,15.823529411764707,0.0,0,1.0,0.26851851851851855,0.07638888888888888,0.9444444444444444,0.7777777777777778,0.2222222222222222,0.3888888888888889,0.6666666666666666
Buenos Aires,CARMEN DE ARECO,Estatal,Urbano,2811.0,0.024902170046246886,0.06225542511561722,21.9609375,0.0,0,1.0,0.38141025641025633,0.10576923076923077,0.8076923076923077,0.7692307692307693,0.19230769230769232,0.19230769230769232,0.8846153846153846
Buenos Aires,CASTELLI,Estatal,Rural,176.0,0.017045454545454544,0.028409090909090908,21.77094012108177,0.0,0,1.0,0.2794117647058823,0.051470588235294115,0.7058823529411765,0.8823529411764706,0.11764705882352941,0.058823529411764705,0.5294117647058824
Buenos Aires,CASTELLI,Estatal,Urbano,1087.0,0.061637534498620056,0.0984360625574977,22.183673469387756,0.0,0,1.0,0.3333333333333333,0.12500000000000003,0.5555555555555556,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.6666666666666666
Buenos Aires,CHACABUCO,Estatal,Rural,724.0,0.03591160220994475,0.08839779005524862,18.564102564102566,0.3012048192771084,0,0.9375,0.3854166666666667,0.1171875,0.59375,0.75,0.375,0.125,0.65625
Buenos Aires,CHACABUCO,Estatal,Urbano,7306.0,0.03832466465918423,0.08992608814672871,20.99425287356322,0.111064834096904,0,1.0,0.41333333333333333,0.1175,0.68,0.84,0.24,0.22,0.8
