provincia;Departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Catamarca;PACLIN;Estatal;Rural;29;29;29; ; ; ; ; ;23;14;4;4;16;18;16;14; ;2;2;11;2;4;5;2;2;3;2;6;2; ; ;12; ;1;2; ;5;5;2;2;13;12;3;7;1;1;9;19;9;7;1;1; ;3; ;22;3; ; ; ; ; 
Catamarca;POMAN;Estatal;Rural;32;31;28; ;4; ; ; ;16;20;11;4;11;11;15;12; ;10; ;18;18;5;6;2;2;2;4;3;2; ;3;15;2; ; ;1;2;14;1;1;13;8;2;3;2; ;17;15;2;2; ; ; ;6;1;23;9; ; ; ; ; 
Catamarca;POMAN;Estatal;Urbano;11;11;11; ; ; ; ; ;7;9;3;2;4;6;9;3; ;1;3;10;7;3;2; ;1;2;3;2;1; ; ;2;1; ; ;1;1;1; ; ;3;1; ; ; ;2;3;6; ; ; ; ; ;4;3;11;6; ; ; ; ; 
Catamarca;SANTA MARIA;Estatal;Rural;59;58;46;2;11; ; ; ;26;32;15;5;24;18;35;7; ;2; ;31;15;5;10;2; ;6;7;8;2; ; ;15;3;2;1;1;4;15; ;1;17;12;5;9;3;3;17;39;3;3; ; ; ;12;3;44;9; ; ; ; ; 
Catamarca;SANTA MARIA;Estatal;Urbano;25;25;25; ; ; ; ; ;17;18;8;8;12;12;20;4; ;1;2;18;11;7;7; ;3;2;4;1; ; ; ;3; ;11;9;1;8;4; ;1;14;6;6;5;4; ;11;14;2;2; ; ; ;5;5;19;10; ; ; ; ; 
Catamarca;SANTA ROSA;Estatal;Rural;48;48;48; ;1; ; ; ;26;31;16;1;14;13;30;11; ;3;1;36;11;4;6;1; ;1;2;3;2; ;1;16;1;2;2;1;3;13;1;1;17;12;3;6;1;1;12;35;1; ;1; ; ;4;1;39;8; ; ; ; ; 
Catamarca;SANTA ROSA;Estatal;Urbano;7;7;7; ; ; ; ; ;4;6;3; ;2;3;5;2; ; ;1;6;1;1;2; ; ; ;1;1; ; ; ;4;1; ; ;1;2;3; ; ;5;2;2;2;1;1;3;3;1;1; ; ; ;3;1;6;4; ; ; ; ; 
Catamarca;TINOGASTA;Estatal;Rural;63;62;59; ;5; ; ; ;32;32;17;16;17;20;36;22; ;4; ;33;20;8;9;3;3;2;1;8;7; ; ;23; ;2; ; ;2;22;1;1;19;20;10;8;11;1;21;40;2;2; ; ; ;16;9;44;13; ; ; ; ; 
Catamarca;TINOGASTA;Estatal;Urbano;24;24;24; ; ; ; ; ;16;21;10;4;10;8;17;10; ;5;3;16;11;5;8;1;1;1;1;3;3; ;1;11;2;1; ;1;11;1; ;2;12;7;5;6;5;1;9;14;5;5; ; ; ;14;6;21;12; ; ; ; ; 
Catamarca;VALLE VIEJO;Estatal;Rural;19;19;19; ; ; ; ; ;11;7;3;2;5;7;9;8; ;2; ;11;4;1; ; ; ;1; ; ;1; ; ;10;1; ; ; ;4;5;2; ;7;11;3;7;4; ;2;17; ; ; ; ; ;3;2;13;2; ; ; ; ; 
Catamarca;VALLE VIEJO;Estatal;Urbano;25;25;25; ; ; ; ; ;12;20;7;4;11;9;17;9; ;3; ;19;8;4;4; ;1;2;2;2;3; ; ;9; ;4;3;2;2;4;1;3;10;6;3;5;4; ;4;21;4;3; ; ;1;8;5;24;10; ; ; ; ; 
Chaco;1§ DE MAYO;Estatal;Rural;18;18;17; ; ; ; ;1;8;15;7;1;4;4;13;3; ;1; ;9;3; ; ; ; ; ; ;1; ; ; ;5; ; ; ; ;2;2;1; ;5;5;3;4; ;1;11;6;12;12; ; ; ;2;1;5;4; ; ; ; ; 
Chaco;1§ DE MAYO;Estatal;Urbano;9;9;9; ; ; ; ; ;4;6;3;1;1;1;7;4; ; ; ;7;3;2;2;1;1;1;1;2; ; ; ;7; ; ; ; ;2;5; ; ;7;7;3;5;2;1;5;3;6;5;1; ; ;2;2;4;3; ; ; ; ; 
Chaco;12 DE OCTUBRE;Estatal;Rural;28;28;28; ; ; ; ; ;9;21;6;3;8;7;16;10; ; ; ;16;7;2;2;1; ;1;2;2;1; ; ;13; ;1;1; ;5;6; ;2;11;9;5;4; ;1;22;5;5;4; ; ;1;6;1;12;9; ; ; ; ; 
Chaco;12 DE OCTUBRE;Estatal;Urbano;19;19;19; ; ; ; ; ;15;15;10;3;2;2;19;9; ;1;2;17;8;5;5;2;1;1; ;5;2; ; ;15;1;1; ; ;11;4;3; ;17;15;9;9;5;2;15;2;6;5;1; ; ;6;4;10;10; ; ; ; ; 
Chaco;12 DE OCTUBRE;Privado;Urbano;6;6;6; ; ; ; ; ;3;3;4;2;2;2;4;2; ;1;1;4;1; ; ; ; ; ; ; ;1; ; ; ; ;6; ; ;5;1; ; ;5;3;2;3;2; ; ;6;4; ;3;1; ;2;2;2;2; ;2;2;2; 
Chaco;2 DE ABRIL;Estatal;Rural;13;13;13; ; ; ; ; ;6;5; ;2;4;4;9;3; ;2;1;7;4;1;1; ; ;1;1;1;1; ; ;4;1; ;3;1;1;3;1;1;3;3;2;4;1;2;9;2;2;2; ; ; ;1; ;7;4; ; ; ; ; 
Chaco;2 DE ABRIL;Estatal;Urbano;8;8;8; ; ; ; ; ;6;6;5; ;4;3;8;6; ; ;1;7;4; ;1; ; ;1; ;1;1; ; ;3;1;3;2; ;4; ;2;2;7;5;1;4;1;1;6;1;4;4; ; ; ;3;2;3;3; ; ; ; ; 
Chaco;25 DE MAYO;Estatal;Rural;36;35;35;1;2;1;1;1;14;21;9;4;3;6;17;12; ;3;1;16;9; ;2;1; ; ; ;2; ; ; ;4; ; ; ; ;1;1;2; ;4;1;2; ; ;5;12;19;4;3;1; ; ;3; ;10;6; ; ; ; ; 
Chaco;25 DE MAYO;Estatal;Urbano;23;23;23; ; ; ; ; ;12;15;7;2;7;6;16;6; ; ;1;17;8;4;2;2; ;2;2;5;2; ; ;13; ;1; ; ;6;4;3;2;13;9;4;5;1;3;13;7;8;7; ; ;1;3;2;12;9; ; ; ; ; 
Chaco;9 DE JULIO;Estatal;Rural;33;33;31; ; ; ; ;2;19;19;2;1;10;10;23;13; ; ; ;18;12;4;2; ; ;1;2;3;2; ; ;2; ;1; ; ; ;3; ; ;3;3;3;3; ;7;24;2;6;4; ; ;2;1; ;13;10; ; ; ; ; 
Chaco;9 DE JULIO;Estatal;Urbano;25;25;25; ; ; ; ; ;15;19;10;4;11;9;19;10; ;5;3;19;10;7;5;3;1;3;2;9;3; ;1;20; ;1;1;2;10;3;4;6;21;20;12;11;7;6;16;3;9;9; ; ; ;10;7;14;13; ; ; ; ; 
Chaco;ALMIRANTE BROWN;Estatal;Rural;50;44;22; ;20; ; ;2;25;31;7;7;7;7;29;12; ;15;1;18;7;6;5;2;3;4;4;7;4; ;3;30; ;2;3; ; ;28; ;1;14;25;2;1; ;7;25;18;20;18;1; ;1;2; ;14;5; ; ; ; ; 
Chaco;ALMIRANTE BROWN;Estatal;Urbano;43;42;41; ; ; ; ;1;17;30;3;4;7;7;32;11; ;3;3;28;14;7;5; ;1;3;2;7;3; ; ;20; ;9;3;2;8;4;10;6;28;18;12;8;6;10;18;15;12;11; ; ;1;11;7;19;15; ; ; ; ; 
Chaco;ALMIRANTE BROWN;Privado;Urbano;8;8;8; ; ; ; ; ;5;5;3; ;2;2;5; ; ; ; ;6; ;1;1;1; ;2;2;2; ; ; ; ; ;6;1; ;4;1;1; ;6;3;1;3;1; ;2;6;1; ; ; ;1;2;1;3;2; ;2;1;3; 
Chaco;BERMEJO;Estatal;Rural;35;35;35; ; ; ; ; ;15;23;6;1;3;7;21;10; ;1;1;16;8;2;2; ; ; ; ;4; ; ; ;16;1; ; ; ;5;6;4;2;16;11;4;4;2;5;20;10;6;6; ; ; ;5;2;12;10; ; ; ; ; 
Chaco;BERMEJO;Estatal;Urbano;23;23;23; ; ; ; ; ;10;13;5;2;3;2;14;8; ;1; ;12;5;2; ; ; ; ; ;2; ; ; ;17; ; ; ;2;8;4;1;3;16;12;6;6;3;7;9;7;3;3; ; ; ;3;3;9;9; ; ; ; ; 
Chaco;BERMEJO;Privado;Rural;6;6;6; ; ; ; ; ;4;3;3;3;3;3;4;4; ;3; ;4; ;3;3;3;3;3;3;3;3; ;3;2; ;3;3; ;1; ; ;1;4;4;3;4;3; ; ;6;2;2; ; ; ;3;3;3;3; ; ;1;1;1
Chaco;CHACABUCO;Estatal;Rural;23;23;23; ; ; ; ; ;10;14;7;2;10;4;18;11; ;1;1;11;7;4;4;1; ;3;1;3;3; ; ;5; ;1;1; ;1;3;2; ;4;4;1;1; ;9;13;1;4;4; ; ; ;5; ;8;4; ; ; ; ; 
Chaco;CHACABUCO;Estatal;Urbano;31;31;31; ; ; ; ; ;18;24;16;11;13;15;29;19; ;2;3;24;11;8;5;3;4;8;5;11;7; ; ;21;2;3;3;4;14;4;4;1;26;20;12;14;11;11;19;1;10;10; ; ; ;16;10;20;15; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Estatal;Rural;32;32;28; ; ; ; ;4;12;22;6;5;14;14;18;11; ;4;1;15;4;3;3;1; ;2;3;3;2; ; ;21; ; ;2; ;7;11;3;2;15;17;7;10;3;1;15;16;9;7; ; ;2;5;3;9;6; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Estatal;Urbano;76;75;74; ; ; ; ;1;43;58;20;9;24;20;60;28; ;5;2;55;22;14;7;2;2;7;5;9;7; ;1;51;1;4;4;2;21;21;11;1;55;37;19;17;10;16;35;25;31;28; ;1;2;18;12;36;27; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Privado;Urbano;44;43;43; ;1; ; ; ;31;32;17;19;23;19;39;16; ;5;9;37;10;12;12;8;9;7;8;11;2; ;2;3;1;36;20;3;23;2;7;7;39;31;14;21;19; ; ;44;16;6;3;5;2;18;16;23;15; ;8;9;11;6
Chaco;Enmascarado;Privado;Rural;5;5;5; ; ; ; ; ;4;3;1; ;1;1;3;1; ;2;1;1;1;1; ; ; ; ; ; ; ; ; ;3; ;2;1; ;1;1;2;1;5;3;3;3;1;2; ;3;1; ;1; ; ;1;1;3;2; ; ; ;2;1
Chaco;Enmascarado;Privado;Urbano;34;34;33; ; ; ; ;1;18;21;16;9;12;11;30;13; ;2;4;27;2;4;4;3;1;3;2;6;3; ; ;2;1;28;5;4;18;4;5;4;30;18;8;9;6;3;2;29;9;2; ;3;4;5;5;16;11;1;4;6;10;5
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Estatal;Rural;19;19;19; ; ; ; ; ;13;15;10;1;6;5;13;6; ;3; ;10;8;2; ;1; ; ; ;2;1; ; ;13;1;1; ;1;5;6;4; ;15;13;4;7;2;1;10;8;3;3; ; ; ;3;3;6;6; ; ; ; ; 
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Estatal;Urbano;15;15;15; ; ; ; ; ;8;12;4;3;5;1;9;6; ;3;4;12;5;2;1;1; ;2;1;2;2; ;1;6;2;4;5;2;5;2;4; ;9;8;2;2;3;1;10;4;9;9; ; ; ;6;3;7;6; ; ; ; ; 
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Privado;Urbano;6;6;5; ; ; ; ;1;3;2;2; ;1;1;4;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;5;5; ;2; ; ; ;4;4; ;1; ; ; ;6;3;3; ; ; ; ; ; ; ; ;2;1;1; 
Chaco;GENERAL BELGRANO;Estatal;Rural;7;7;7; ; ; ; ; ;2;7;4;1;3;2;6;5; ; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ;2; ;2;2; ; ; ; ; 
Chaco;GENERAL BELGRANO;Estatal;Urbano;13;13;12; ; ; ; ;1;6;11;6;3;1;2;11;4; ; ;1;10;3;2;3;2;2;1;1;4;1; ; ;9;1;1; ; ;8;2;1;3;11;10;3;5;3;1;10;2;6;6; ; ; ;6;2;8;5; ; ; ; ; 
Chaco;GENERAL DONOVAN;Estatal;Rural;14;14;14; ; ; ; ; ;7;10;4;1;3;3;9;5; ; ;1;5;3;2;2; ;1; ;1;1; ; ; ;3; ; ; ; ; ;2; ;1;3;1; ; ; ;1;5;8;2;1; ; ;1; ; ;4;4; ; ; ; ; 
Chaco;GENERAL DONOVAN;Estatal;Urbano;21;20;20; ; ; ; ; ;10;12;7; ;6;7;13;8; ;3;1;14;3;2;1; ; ; ;1;1;1; ; ;13; ;1;2; ;4;3;4;3;14;8;7;8;3;4;8;9;4;4; ; ; ;8;4;10;9; ; ; ; ; 
Chaco;GENERAL GUEMES;Estatal;Rural;225;201;164;1;35; ; ;2;75;105;36;24;18;17;105;43; ;19; ;69;20;12;7;3;2;2;1;11;6; ;4;78;2;2;7;1;19;45;13;6;63;52;13;20;5;10;70;145;37;27;3;1;6;22;3;56;24; ; ; ; ; 
Chaco;GENERAL GUEMES;Estatal;Urbano;86;83;79;2;6;2;2;2;23;37;20;13;17;13;53;19; ;4;4;41;16;10;7;7;5;5;5;13;7; ;1;32;1;8;3; ;13;15;8;4;38;30;16;22;6;14;24;48;28;20;6; ;2;9;5;26;17; ; ; ; ; 
Chaco;GENERAL GUEMES;Privado;Rural;8;8;8; ; ; ; ; ;3; ; ; ;1;1;4;1; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ;3; ;1;3; ;1; ;1; ;4;1;2;1;2; ;2;6;5;5; ; ; ;1;1;2;2; ;1;1;1; 
Chaco;GENERAL GUEMES;Privado;Urbano;21;21;21; ; ; ; ; ;13;15;10;8;5;5;16;5; ;4;2;15;1;2;1;2;1;2;2;4; ; ; ;1; ;18;6; ;12;1;4;6;18;15;5;10;2;2;1;18;9;4;1;3;1;2;1;11;10; ;3;4;6;2
Chaco;INDEPENDENCIA;Estatal;Rural;25;25;25; ; ; ; ; ;15;17;4;2;5;5;15;6; ;3;1;11;2; ;1;1; ; ; ;1;1; ; ;9; ; ; ; ;2;5; ;2;5;7;1;4;1;5;11;9;6;5; ; ;1;2; ;5;4; ; ; ; ; 
Chaco;INDEPENDENCIA;Estatal;Urbano;23;23;23; ; ; ; ; ;10;17;4;3;1;5;19;6; ;1;1;19;9;2;1; ; ; ;2;2;2; ;1;17;2; ;2; ;9;6;3; ;19;10;7;4;5;5;13;5;9;7; ; ;2;5;3;11;9; ; ; ; ; 
Chaco;LIBERTAD;Estatal;Rural;12;11;11; ; ; ; ; ;8;9;3; ;3;2;7;5; ; ; ;6;4;2;2;1; ;1;1;1;2; ; ;7; ; ; ; ;3;4; ; ;6;5;3;3;3; ;7;5;9;8; ; ;1;3;1;7;6; ; ; ; ; 
Chaco;LIBERTAD;Estatal;Urbano;14;14;14; ; ; ; ; ;4;12;5;3;1;1;12;3; ;2;1;8;4;1; ; ; ; ; ; ; ; ; ;8; ;2; ; ;5;4;2; ;9;4;2;4;2;1;6;7;4;4; ; ; ;2;1;3;2; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Estatal;Rural;93;91;88; ; ; ; ;3;34;57;15;7;10;14;48;21; ;10;2;32;18;9;5;5;1;1;4;8;5; ;1;23;2;4;5; ;6;12;5;4;26;19;12;10;7;4;34;55;25;23;1; ;1;14;5;25;19; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Estatal;Urbano;56;56;56; ; ; ; ; ;23;35;22;5;11;11;40;15; ;4;2;30;16;10;8;4; ;3;3;10;5; ;1;31;2;4;2;2;15;15;3;7;34;24;13;19;5;9;23;24;20;17; ;1;2;8;8;24;22; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Privado;Urbano;10;10;10; ; ; ; ; ;6;6;7;5;6;4;7;5; ; ; ;7; ;2;5;4;2;3;3;5;4; ; ;1;1;8;2;1;4;4; ;1;10;6;5;3;1;2; ;8;4;3; ; ;1;4;4;7;5; ;1;2;4; 
Chaco;MAIPU;Estatal;Rural;44;43;42;1;1;1;1;2;19;35;1; ;8;7;28;10; ;6; ;22;10;2;5; ; ;1;1;1;2; ;1;6;2;3; ; ;3;5;1;2;9;10;2;3;2;1;22;21;8;8; ; ; ;3;2;17;9; ; ; ; ; 
Chaco;MAIPU;Estatal;Urbano;27;26;25; ;1; ; ; ;11;17;7;3;10;7;19;9; ;3;1;11;4;4;1;1; ; ;1;3;2; ; ;14;1;1;1; ;8;4;3; ;15;14;8;9;8;1;10;16;11;7;1;2;1;6;5;14;10; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Estatal;Rural;30;30;29; ; ; ; ;1;16;24;6;5;10;11;19;15; ;4; ;17;4;5;5;1;1;3;4;6;4; ;1;20; ; ;1; ;3;14;3;2;16;16;4;8;3; ;16;14;13;10; ; ;3;10;1;16;8; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Estatal;Urbano;37;37;37; ; ; ; ; ;26;30;14;5;14;10;31;17; ;3;3;34;13;15;6;4;1;5;5;14;3; ; ;29; ;5;2;5;15;7;6;4;33;28;21;22;16;3;19;15;18;15; ;3; ;18;17;22;20; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Privado;Urbano;24;24;23; ; ; ; ;1;18;20;15;8;16;11;22;8; ;3; ;20;4;4;5;5;1;6;2;9;1; ; ;2; ;21;14;4;9; ;6;2;23;12;7;13;11;4; ;20;8;3;1;4; ;9;8;10;9; ;7;7;7;3
Chaco;O HIGGINS;Estatal;Rural;28;28;28; ; ; ; ; ;13;16;5;3;4;4;12;11; ;2; ;13;5;2;3;1; ; ;2;4;1; ; ;14; ; ; ; ;2;10;2; ;9;12;4;4;1;5;14;9;6;5; ; ;1;7;2;15;10; ; ; ; ; 
Chaco;O HIGGINS;Estatal;Urbano;25;25;25; ; ; ; ; ;13;21;9;6;3;4;19;9; ;1;1;15;8;4;2; ; ;1;3;3;3; ; ;20; ;2;3;2;8;3;6;3;21;10;8;9;6;2;14;9;11;9;1; ;1;11;6;15;11; ; ; ; ; 
Chaco;O HIGGINS;Privado;Urbano;6;6;6; ; ; ; ; ;3;2; ; ;1;1;5; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;2; ;3; ; ;5; ; ; ;5;1; ;1; ;2; ;4;1; ;1; ; ; ; ; ; ; ; ;1;2; 
Chaco;PRESIDENCIA DE LA PLAZA;Estatal;Rural;11;11;7; ; ; ; ;4;6;7;1; ;1;4;11;4; ;1; ;8;3;1;1; ; ; ; ;1;1; ; ;3; ; ; ; ;2;2; ;1;3;3;1;2;1; ;3;8;3;3; ; ; ;1; ;4;2; ; ; ; ; 
Chaco;PRESIDENCIA DE LA PLAZA;Estatal;Urbano;14;14;13; ; ; ; ;1;5;8;5;3;3;3;9;4; ;1;1;11;3;1;1;2;1;2;2;3;1; ; ;8;1;1;2;1;8;1;1;2;10;5;4;2;2;1;8;5;5;4; ; ;1;5;2;4;4; ; ; ; ; 
Chaco;QUITILIPI;Estatal;Rural;47;46;46; ; ; ; ; ;20;27;4;5;8;10;30;21; ;2;2;19;8; ;1; ; ; ; ;3;1; ; ;10; ; ; ; ;3;6;1; ;8;7;2;3; ; ;23;24;8;6; ; ;2;1; ;7;4; ; ; ; ; 
Chaco;QUITILIPI;Estatal;Urbano;34;34;34; ; ; ; ; ;16;21;7;3;6;9;16;12; ; ;2;17;11;4;2; ; ;2;2;1; ; ; ;12;1;7; ; ;13;4;5;1;19;11;7;5;1;1;21;12;8;7;1; ; ;3;3;12;9; ; ; ; ; 
Chaco;SAN FERNANDO;Estatal;Rural;25;24;23; ; ; ; ;1;10;15;4; ;6;5;15;9; ;2; ;15;5;1;5; ; ; ; ;3; ; ; ;8;1; ;1; ;4;1;2;2;9;7;3;4; ;4;16;5;9;8; ; ;1;4; ;8;5; ; ; ; ; 
Chaco;SAN FERNANDO;Estatal;Urbano;258;258;257; ; ; ; ;1;140;218;95;41;84;79;205;107; ;18;10;203;74;56;49;20;8;19;22;60;27; ;6;214;4;16;22;12;160;33;25;24;227;145;78;78;48;39;163;56;137;119;1;9;8;84;59;159;118; ; ; ; ; 
Chaco;SAN FERNANDO;Privado;Urbano;157;154;154;3;1; ; ; ;93;112;89;87;72;62;133;56; ;17;12;128;15;33;35;20;23;26;23;34;20; ;10;9;2;129;35;18;98;7;16;24;138;112;56;84;56;6;4;147;69;18;15;22;14;61;53;87;54;12;35;27;21;17
Chaco;SAN LORENZO;Estatal;Rural;32;32;32; ; ; ; ; ;14;23;11;3;3;1;22;10; ;9; ;9;13;1; ; ; ; ; ; ; ; ; ;22; ; ;2;2;1;15;5;3;16;18;3;7;2;3;13;16;3;2; ; ;1;3;1;5;1; ; ; ; ; 
Chaco;SAN LORENZO;Estatal;Urbano;14;12;12; ; ; ; ; ;6;9;6;5;7;6;9;7; ;5;2;9;6;2;2;1;1;1;1;1;3; ;1;8; ;2; ; ;5;3;2;1;10;6;2;3;4;1;6;7;4;1;1;1;1;5;3;4;3; ; ; ; ; 
Chaco;SARGENTO CABRAL;Estatal;Rural;27;27;25; ; ; ; ;2;10;11;2;2;3;3;8;4; ;1; ;7;1;2; ; ; ; ; ; ; ; ; ;7; ;1;1; ;1;4;3; ;8;5;2;2; ; ;6;21;7;7; ; ; ;3;1;7;3; ; ; ; ; 
Chaco;SARGENTO CABRAL;Estatal;Urbano;19;19;18; ; ; ; ;1;9;11;6;1;3;2;12;4; ; ; ;10;3;2;2;1;1;2;1;2;1; ; ;14;1; ;1; ;3;4;6;2;15;9;7;5;3;2;13;4;4;4; ; ; ;2;1;8;5; ; ; ; ; 
Chaco;TAPENAGA;Estatal;Rural;16;16;16;1; ; ; ; ;12;13;5;3;3;4;12;3; ;3; ;14;1;3;2;1; ; ; ;3;1; ;1;12; ; ; ; ;6;8;1;1;9;9;4;5;1;4;6;6;8;8; ; ; ;5;2;6;5; ; ; ; ; 
Chubut;BIEDMA;Estatal;Urbano;61;61;61; ; ; ; ; ;50;58;39;13;21;21;57;28; ;6;2;56;32;29;21;5;2;10;12;20;12; ;2;34;17;6;22;5;39;5;5;3;56;33;37;17;12;13;28;20;29;24; ;3;2;15;10;55;43; ; ; ; ; 
Chubut;BIEDMA;Privado;Urbano;24;24;24;1; ; ; ; ;13;19;13;12;11;9;21;10; ;3;3;24;1;5;4;2;4;3;2;4;1; ; ; ;3;20;3;3;14;3;1;3;22;21;5;11;9; ; ;24;10;5;2;3; ;6;5;17;5;1;2;6;4;1
Chubut;CUSHAMEN;Estatal;Rural;52;52;45;10; ; ; ; ;34;50;29;16;19;20;46;32; ;8; ;41;24;15;19;6;6;5;7;12;11; ;4;41;6; ;10;5;18;22;4;4;46;31;26;26;9;8;31;13;22;21; ; ;1;12;6;40;27; ; ; ; ; 
Chubut;Enmascarado;Estatal;Rural;12;12;10; ; ; ; ;2;11;11;8;4;8;6;11;5; ;2;1;11;3;5;5;1;2;2;2;1; ; ; ;6;3; ;1;1;1;7; ; ;9;5;2;2;2;3;3;6;9;8; ; ;1;2;1;9;4; ; ; ; ; 
Chubut;Enmascarado;Estatal;Urbano;14;14;13;1; ; ; ; ;9;13;7;2;6;8;13;8; ;3; ;10;4;3;1; ;1;1;2; ;1; ;1;9;4; ;1;2;5;4;3;1;13;7;3;6;1;2;4;8;6;6; ; ; ;5;2;10;8; ; ; ; ; 
Chubut;Enmascarado;Privado;Rural;2;2;2; ; ; ; ; ; ;1;1; ; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ;2; ; ; ;1; ;1;2; ;1; ; ; ; ;2; ; ; ; ; ;1;1;2;1; ; ; ;1; 
Chubut;Enmascarado;Privado;Urbano;3;3;3; ; ; ; ; ;2;2;1;1;2;2;2;2; ;1; ;2;1; ; ; ;1; ; ; ; ; ; ; ; ;3; ; ;2;1; ; ;3;2;2;2;1;1; ;2;3;2;1; ; ;1;1;3;2; ; ;1;2; 
Chubut;ESCALANTE;Estatal;Urbano;122;122;122; ; ; ; ; ;102;111;75;30;73;71;114;82; ;20;6;115;50;55;55;27;11;36;43;40;35; ;7;81;17;10;53;9;41;10;18;3;107;52;54;30;35;72;32;18;77;71;2;1;3;52;30;95;80; ; ; ; ; 
Chubut;ESCALANTE;Privado;Urbano;58;58;58; ;1; ; ; ;46;50;41;33;38;26;54;28; ;6;6;54;10;11;16;11;10;11;9;15;8; ;2; ;1;56;37;7;20;5;15;9;57;47;19;37;19; ;1;57;31;10;8;10;3;17;13;29;19;1;3;8;5;1
Chubut;FUTALEUFU;Estatal;Rural;18;18;18; ; ; ; ; ;14;16;10;2;10;9;16;4; ;2;1;13;7;4;4;2; ;3;3;5;2; ; ;13;3;1;1; ;7;10; ; ;17;10;7;7;3;3;8;7;11;11; ; ; ;3;1;12;8; ; ; ; ; 
Chubut;FUTALEUFU;Estatal;Urbano;50;50;50; ; ; ; ; ;32;43;26;12;22;19;46;27; ;8;1;41;20;14;12;3;4;10;7;12;8; ;3;35;5;2;18;5;18;6;2;3;40;31;25;22;13;7;21;22;28;27;1; ; ;19;7;35;27; ; ; ; ; 
Chubut;FUTALEUFU;Privado;Urbano;9;9;9; ; ; ; ; ;6;7;6;6;3;2;8;7; ; ; ;8; ;3;2; ;2; ; ;1;1; ; ; ; ;9;1;3;1; ;1;3;9;5;3;6;1;1; ;8;6;1;4;1; ; ; ;4;3; ;1;3;3; 
